timestamp,latitude,longitude,speed,angle_change,object_type,terrain,visibility,sensor_confidence,label
2026-01-13T14:49:14.875566,23.834431764186963,69.46392457556428,8.93620024030476,113.61153898161598,Drone,Marshy,Night,0.69,0
2026-01-13T14:49:15.875570,23.849195499036124,69.54883231109713,3.097207195252696,0.0701502463704462,Human,Marshy,Night,0.9,0
2026-01-13T14:49:16.875574,23.84248614649443,69.53358530725848,4.025517016716687,4.495592250384297,Drone,Sandy,Foggy,0.86,0
2026-01-13T14:49:17.875578,23.759020083464467,69.52801089872739,4.457006251264269,15.566419841003189,Human,Sandy,Night,0.56,0
2026-01-13T14:49:18.875582,23.761343689611518,69.48421848474463,3.58680110016813,12.517530729010886,Vehicle,Sandy,Foggy,0.67,0
2026-01-13T14:49:19.875586,23.77079078193119,69.4690912405299,8.967938067610469,66.20176415927392,Human,Marshy,Clear,0.87,0
2026-01-13T14:49:20.875590,23.80208215095973,69.474244663769,3.4722732809324697,10.683937271021374,Animal,Salt Flat,Night,0.77,0
2026-01-13T14:49:21.875594,23.811749537274174,69.50918228142437,3.404344523913992,0.606362555022697,Human,Salt Flat,Foggy,0.7,0
2026-01-13T14:49:22.875597,23.83318494565941,69.46806959629302,4.174874047882548,11.340966701761959,Vehicle,Sandy,Clear,0.59,0
2026-01-13T14:49:23.875601,23.76475190301151,69.54583925233992,4.072777708899142,15.928347299950623,Drone,Sandy,Night,0.78,0
2026-01-13T14:49:24.875605,23.83934193400206,69.47347521820836,6.132809701045049,104.41946705928336,Drone,Salt Flat,Foggy,0.93,0
2026-01-13T14:49:25.875609,23.76780965452085,69.46296801379299,3.02941184690363,2.6542733857430334,Animal,Sandy,Night,0.88,0
2026-01-13T14:49:26.875612,23.823790514760177,69.45115514404677,2.9448207321114874,3.7215697394947167,Animal,Salt Flat,Night,0.88,0
2026-01-13T14:49:27.875616,23.810965177460314,69.49944900717728,3.924031911097547,9.194113518747402,Vehicle,Sandy,Clear,0.58,0
2026-01-13T14:49:28.875620,23.797597557707707,69.46360364287376,3.761137794660968,9.996822638145522,Animal,Marshy,Night,0.76,0
2026-01-13T14:49:29.875624,23.801660938795884,69.51044862527026,4.4965878436628754,8.206493897474527,Animal,Marshy,Foggy,0.75,0
2026-01-13T14:49:30.875628,23.787683231157402,69.52683063490296,4.405297686503761,15.00575517362435,Human,Salt Flat,Foggy,0.63,0
2026-01-13T14:49:31.875631,23.795921522963415,69.5326352478153,3.364866733618146,15.526880583046609,Human,Salt Flat,Clear,0.65,0
2026-01-13T14:49:32.875635,23.815914873838302,69.48943559611833,3.636695283633795,19.920976009638743,Animal,Salt Flat,Foggy,0.62,0
2026-01-13T14:49:33.875639,23.75472657574378,69.50689471166933,4.079730355447584,1.013517890264486,Drone,Marshy,Clear,0.56,0
2026-01-13T14:49:34.875644,23.846482899020344,69.51460132557246,2.62437075378627,1.9373744220434586,Human,Sandy,Clear,0.87,0
2026-01-13T14:49:35.875647,23.842827623710235,69.52802500439648,4.122687434980776,2.788470190292236,Drone,Salt Flat,Night,0.62,0
2026-01-13T14:49:36.875651,23.79409916205899,69.54762057986835,4.267999312976898,5.768110296662687,Drone,Salt Flat,Foggy,0.78,0
2026-01-13T14:49:37.875655,23.77511651464001,69.46280423391735,7.559974168022694,113.66450464597327,Vehicle,Sandy,Night,0.77,0
2026-01-13T14:49:38.875659,23.79681494157595,69.52665475065852,2.5883502460507906,9.51964418037156,Vehicle,Sandy,Clear,0.76,0
2026-01-13T14:49:39.875662,23.773018885264708,69.51736706928997,2.602271588309816,16.112505418223847,Vehicle,Salt Flat,Night,0.59,0
2026-01-13T14:49:40.875666,23.8076756805929,69.45385478832355,7.6787296488956756,87.03267713623828,Human,Sandy,Clear,0.59,0
2026-01-13T14:49:41.875670,23.773633301963518,69.538964732474,3.1534795484054707,17.69046249232668,Vehicle,Salt Flat,Clear,0.57,0
2026-01-13T14:49:42.875675,23.823039439473973,69.47557217931357,3.248069705949547,14.640078144059942,Vehicle,Salt Flat,Night,0.83,0
2026-01-13T14:49:43.875679,23.76021652917469,69.5311812865474,8.314363580018911,64.13084468759892,Human,Marshy,Night,0.89,0
2026-01-13T14:49:44.875684,23.764777394431682,69.48210886904248,3.5049216970993293,10.08762738858069,Human,Marshy,Clear,0.95,0
2026-01-13T14:49:45.875689,23.761333109711398,69.49759083889106,3.6880225759802583,16.368458400260312,Vehicle,Salt Flat,Clear,0.82,0
2026-01-13T14:49:46.875693,23.840511001993807,69.53239799827898,2.9126615801614593,10.566594805108089,Vehicle,Marshy,Night,0.59,0
2026-01-13T14:49:47.875696,23.80677350321493,69.46586854089253,7.910258833481951,72.86957585118884,Vehicle,Salt Flat,Foggy,0.81,0
2026-01-13T14:49:48.875700,23.77294228381983,69.47381961663433,8.438193790835534,60.87495376651556,Vehicle,Sandy,Clear,0.91,0
2026-01-13T14:49:49.875703,23.799306366514774,69.4594259742424,4.422220532349277,1.5905402326715268,Vehicle,Salt Flat,Foggy,0.61,0
2026-01-13T14:49:50.875707,23.81606848432315,69.48916535201198,4.125516331237519,9.144031271583945,Animal,Sandy,Clear,0.95,0
2026-01-13T14:49:51.875711,23.78298412792578,69.54531280512454,8.36475353363672,85.30913770767987,Vehicle,Salt Flat,Night,0.64,0
2026-01-13T14:49:52.875715,23.84419504386629,69.52654544121138,4.2622889114239655,9.985005403496794,Animal,Sandy,Clear,0.86,0
2026-01-13T14:49:53.875720,23.757891061101212,69.51235898925246,8.667048333914288,76.38298950397592,Animal,Salt Flat,Clear,0.8,0
2026-01-13T14:49:54.875724,23.84462418980592,69.45775800162126,4.163405262998868,14.456943643844774,Human,Salt Flat,Night,0.88,0
2026-01-13T14:49:55.875728,23.800555418907436,69.49258540281708,4.42851315140459,8.647766221727233,Drone,Sandy,Night,0.8,0
2026-01-13T14:49:56.875732,23.834713998437312,69.52368809754579,6.7047833938778005,53.61495393682634,Animal,Sandy,Night,0.9,0
2026-01-13T14:49:57.875735,23.812583778957535,69.45723463539912,3.2334312229067086,5.028529162989088,Human,Marshy,Clear,0.68,0
2026-01-13T14:49:58.875739,23.767923398608104,69.47568991518693,4.420767262654385,19.13012424306116,Vehicle,Sandy,Night,0.74,0
2026-01-13T14:49:59.875749,23.812198055429658,69.50836294682126,8.687395937066944,101.67799790011227,Human,Sandy,Clear,0.73,0
2026-01-13T14:50:00.875756,23.768512167233283,69.51615542664634,7.722257425804356,74.73502277127594,Human,Marshy,Clear,0.96,0
2026-01-13T14:50:01.875763,23.761966891348692,69.52398786805085,4.020862995317785,17.372025654172898,Animal,Salt Flat,Foggy,0.61,0
2026-01-13T14:50:02.875766,23.756056826678794,69.47342651180486,3.7703125815300043,8.12980235697568,Human,Marshy,Foggy,0.71,0
2026-01-13T14:50:03.875770,23.805534991774756,69.48739092765925,3.667121849093343,7.7905286378590795,Animal,Sandy,Night,0.62,0
2026-01-13T14:50:04.875774,23.783453450368924,69.53696494510108,7.251295095200702,104.39618545477235,Drone,Salt Flat,Foggy,0.78,0
2026-01-13T14:50:05.875777,23.751350760925195,69.46764374586752,3.2096333737048557,19.265337882366104,Drone,Salt Flat,Clear,0.58,0
2026-01-13T14:50:06.875781,23.798413097133526,69.53362825134559,3.512004211476068,6.445607532182926,Drone,Salt Flat,Clear,0.78,0
2026-01-13T14:50:07.875784,23.798034407136953,69.52306665264005,3.61928662654572,15.603758890019927,Animal,Sandy,Foggy,0.92,0
2026-01-13T14:50:08.875788,23.822256737641137,69.50659193197404,3.3953864712996977,17.804531294186464,Drone,Marshy,Foggy,0.77,0
2026-01-13T14:50:09.875792,23.774516567260196,69.50267669093571,7.975371302196765,60.24620483820424,Vehicle,Marshy,Clear,0.67,0
2026-01-13T14:50:10.875797,23.750082495999493,69.4822840092423,4.360533664024145,2.6064525940975414,Human,Marshy,Night,0.7,0
2026-01-13T14:50:11.875800,23.777630911601328,69.54025572570231,3.9072355408547845,6.936528825155879,Drone,Salt Flat,Night,0.95,0
2026-01-13T14:50:12.875804,23.803140144725518,69.5402088785485,3.481099318871326,0.541310125216028,Human,Sandy,Clear,0.59,0
2026-01-13T14:50:13.875809,23.83950159549032,69.49941522429256,7.025992915708076,88.52324634740611,Drone,Marshy,Night,0.9,0
2026-01-13T14:50:14.875812,23.828157782210642,69.4902484794829,8.397932413773228,61.47927856180412,Human,Salt Flat,Clear,0.86,0
2026-01-13T14:50:15.875816,23.758279468411445,69.46895919442913,3.2695107627447983,7.105891466420491,Drone,Salt Flat,Clear,0.77,0
2026-01-13T14:50:16.875819,23.834797369557045,69.49895817298213,3.2795714905731757,1.184553040793066,Human,Sandy,Night,0.85,0
2026-01-13T14:50:17.875823,23.806131743511152,69.51007730123904,3.021872690333643,0.6317812554756586,Vehicle,Sandy,Clear,0.91,0
2026-01-13T14:50:18.875826,23.797377001233606,69.54034618727964,2.6880987021273173,15.40394212869934,Vehicle,Salt Flat,Foggy,0.7,0
2026-01-13T14:50:19.875830,23.829594880395618,69.52639711248429,3.4284711128292242,12.42803643778592,Drone,Salt Flat,Foggy,0.64,0
2026-01-13T14:50:20.875834,23.795025093406664,69.53861108376044,3.485061934863372,12.239691040633529,Drone,Salt Flat,Night,0.93,0
2026-01-13T14:50:21.875837,23.797338561353424,69.50481823414518,3.5168888259370847,4.13874873385465,Animal,Salt Flat,Night,0.81,0
2026-01-13T14:50:22.875841,23.84963994977594,69.49902140371032,3.880714267439017,14.297192659741658,Animal,Salt Flat,Night,0.86,0
2026-01-13T14:50:23.875844,23.769985302278737,69.52975028156601,6.147971419548838,101.05656510735211,Animal,Sandy,Foggy,0.71,0
2026-01-13T14:50:24.875848,23.83802602358275,69.52310855155075,2.929944301137155,17.804322199734713,Vehicle,Marshy,Foggy,0.76,0
2026-01-13T14:50:25.875852,23.77306155081935,69.4746893936218,7.691310618446828,59.18020997180783,Human,Sandy,Clear,0.86,0
2026-01-13T14:50:26.875855,23.838852500770404,69.53612546364054,4.111227602236085,0.5777649194448808,Drone,Salt Flat,Night,0.69,0
2026-01-13T14:50:27.875859,23.76444037134471,69.4981804699783,3.6573331675330953,14.75712712298919,Animal,Sandy,Clear,0.74,0
2026-01-13T14:50:28.875863,23.77333662369007,69.47372541743086,3.9196289490455145,18.855841248877006,Animal,Salt Flat,Night,0.87,0
2026-01-13T14:50:29.875867,23.79830853829188,69.4913215726222,2.9148485996693396,7.4346528567280545,Vehicle,Salt Flat,Night,0.93,0
2026-01-13T14:50:30.875871,23.766813042637597,69.47430315111863,3.9287551436625696,5.062064257369814,Animal,Sandy,Foggy,0.68,0
2026-01-13T14:50:31.875874,23.78231734484765,69.5105334232783,3.7277447631298717,14.886122393019559,Vehicle,Salt Flat,Night,0.83,0
2026-01-13T14:50:32.875878,23.82736611204468,69.49270532523863,7.282083964320998,63.82261184250863,Vehicle,Salt Flat,Night,0.68,0
2026-01-13T14:50:33.875882,23.848323351575676,69.4840767438821,4.315179501380609,8.292289036675776,Vehicle,Salt Flat,Night,0.93,0
2026-01-13T14:50:34.875886,23.804497925965162,69.4696976685117,3.66145701305924,1.844896224371091,Drone,Marshy,Clear,0.67,0
2026-01-13T14:50:35.875890,23.757282844500992,69.52899489152708,2.6376080764971284,11.532010166628075,Vehicle,Sandy,Clear,0.7,0
2026-01-13T14:50:36.875897,23.753972703703585,69.45511081574362,2.7337084618929874,12.385072529200201,Drone,Marshy,Foggy,0.98,0
2026-01-13T14:50:37.875901,23.829614078088508,69.48047083563276,6.497916320214406,98.15463346612447,Animal,Marshy,Clear,0.67,0
2026-01-13T14:50:38.875905,23.79127452568148,69.461675209818,7.8027491230284305,105.37035061432977,Human,Sandy,Clear,0.85,0
2026-01-13T14:50:39.875908,23.77048275172701,69.49874650687565,3.654023334205651,15.116754809749867,Animal,Marshy,Foggy,0.77,0
2026-01-13T14:50:40.875912,23.79719771290423,69.46528302380698,6.8647734639126945,84.47651050563866,Human,Sandy,Night,0.77,0
2026-01-13T14:50:41.875916,23.809782949728504,69.45574280226597,3.0298749925214876,16.238581549080997,Human,Sandy,Clear,0.57,0
2026-01-13T14:50:42.875919,23.76223955680007,69.50293478928009,2.7861805891513325,9.999164604058295,Vehicle,Marshy,Clear,0.75,0
2026-01-13T14:50:43.875923,23.83594322715438,69.47605752783366,6.638355824833583,64.9202112627636,Animal,Sandy,Night,0.87,0
2026-01-13T14:50:44.875927,23.777909504526452,69.49012979470977,3.5764943849752844,16.14628995479997,Drone,Marshy,Foggy,0.78,0
2026-01-13T14:50:45.875932,23.763890721525733,69.52694084674079,6.914065448501081,94.30018932415192,Drone,Sandy,Clear,0.56,0
2026-01-13T14:50:46.875935,23.783760497950013,69.46569087627135,3.514241914774719,11.167950369416637,Vehicle,Salt Flat,Foggy,0.77,0
2026-01-13T14:50:47.875939,23.816763272094942,69.45215821889569,6.6024786879927015,71.92525602060478,Vehicle,Marshy,Night,0.94,0
2026-01-13T14:50:48.875943,23.765606765731956,69.51719161588821,7.963059423539873,58.92261865346979,Animal,Marshy,Foggy,0.76,0
2026-01-13T14:50:49.875946,23.814748589709307,69.53618918756692,8.426440851605475,83.33328105349568,Drone,Sandy,Clear,0.88,0
2026-01-13T14:50:50.875950,23.84277860177011,69.453373762909,2.6278763245852446,17.759666119478258,Vehicle,Salt Flat,Foggy,0.96,0
2026-01-13T14:50:51.875953,23.825093890070296,69.53286120949635,3.840292295250905,15.94844386926503,Drone,Sandy,Foggy,0.93,0
2026-01-13T14:50:52.875958,23.848427493145966,69.54321051513205,4.410732124621318,5.701102323985228,Drone,Sandy,Clear,0.77,0
2026-01-13T14:50:53.875962,23.838034703580462,69.46969461097652,7.725360039941458,83.3622686923174,Drone,Marshy,Clear,0.67,0
2026-01-13T14:50:54.875965,23.77056746846786,69.45999594622707,6.55536930166084,61.90595242165418,Vehicle,Marshy,Foggy,0.87,0
2026-01-13T14:50:55.875969,23.793076559923698,69.50472956349118,3.865422244636392,4.787315916872541,Animal,Salt Flat,Clear,0.7,0
2026-01-13T14:50:56.875973,23.793831551162157,69.46401872171349,2.90171642067875,13.564336380600473,Human,Marshy,Night,0.56,0
2026-01-13T14:50:57.875976,23.780199317922857,69.4739462300622,3.4375667821505624,8.676746686316923,Human,Marshy,Foggy,0.58,0
2026-01-13T14:50:58.875980,23.8476870527478,69.52484225478231,3.303923138381581,14.520666829446274,Drone,Salt Flat,Night,0.94,0
2026-01-13T14:50:59.875983,23.836715167870846,69.5181081350983,4.232035425621023,19.09075613574747,Vehicle,Sandy,Clear,0.68,0
2026-01-13T14:51:00.875987,23.766301999956976,69.4713445334738,2.663114765558756,9.441178499143835,Human,Sandy,Clear,0.88,0
2026-01-13T14:51:01.875991,23.768449509383636,69.47500662375292,3.519193177429101,2.9758437867635013,Animal,Marshy,Clear,0.8,0
2026-01-13T14:51:02.875995,23.825091735719045,69.52753379554363,2.5442011456266878,13.572234158521859,Human,Marshy,Foggy,0.59,0
2026-01-13T14:51:03.875999,23.83671758671547,69.48295531237098,3.539702488762356,17.24971951200687,Drone,Sandy,Clear,0.87,0
2026-01-13T14:51:04.876002,23.782379942251666,69.49158219737362,2.8625871763491917,1.7500774275310893,Vehicle,Marshy,Night,0.87,0
2026-01-13T14:51:05.876006,23.834917505731543,69.5377571183703,3.6596014606168286,17.86868805364645,Human,Sandy,Foggy,0.76,0
2026-01-13T14:51:06.876010,23.75133946356271,69.47439848922843,6.394209573660699,104.61285893193256,Vehicle,Sandy,Clear,0.83,0
2026-01-13T14:51:07.876014,23.845897848386198,69.51830699358825,8.579931964500265,50.01380600007465,Human,Sandy,Foggy,0.94,0
2026-01-13T14:51:08.876018,23.790921198502236,69.53749914127476,8.639376103974715,113.44925353907473,Drone,Sandy,Foggy,0.81,0
2026-01-13T14:51:09.876021,23.816487453005664,69.45929274639114,3.6927186259665827,1.386157879144192,Human,Salt Flat,Clear,0.97,0
2026-01-13T14:51:10.876025,23.753320131710993,69.53626186454777,4.213783518202211,15.402248034438257,Drone,Marshy,Foggy,0.78,0
2026-01-13T14:51:11.876028,23.775610428153424,69.47436963912082,8.117752749667922,86.05928603576825,Vehicle,Marshy,Clear,0.94,0
2026-01-13T14:51:12.876033,23.848957901516737,69.45486568558698,6.206579812883187,63.65315367273013,Vehicle,Salt Flat,Night,0.95,0
2026-01-13T14:51:13.876037,23.78985295517439,69.4858118018288,2.670251021797807,16.450166194570958,Drone,Salt Flat,Night,0.7,0
2026-01-13T14:51:14.876041,23.842930222156664,69.50593641544428,3.255232042845374,7.633235725102699,Vehicle,Marshy,Foggy,0.96,0
2026-01-13T14:51:15.876044,23.797113836394633,69.46268839705132,2.9881671133458694,8.102496159912143,Drone,Marshy,Clear,0.62,0
2026-01-13T14:51:16.876047,23.78183055848212,69.50976864556554,3.814534162234656,6.065041755446325,Drone,Sandy,Night,0.67,0
2026-01-13T14:51:17.876051,23.776018623900136,69.51103305435187,7.0321551269755584,113.05524631746661,Vehicle,Salt Flat,Night,0.62,0
2026-01-13T14:51:18.876055,23.807273374218532,69.52143927442562,7.363496774931352,89.39125472489336,Animal,Marshy,Clear,0.8,0
2026-01-13T14:51:19.876058,23.830948818190194,69.45762824915077,3.7224819367554165,13.127501040279789,Animal,Sandy,Night,0.92,0
2026-01-13T14:51:20.876062,23.788350555969785,69.51382165677984,2.771972667377762,0.2048852664239309,Animal,Salt Flat,Foggy,0.84,0
2026-01-13T14:51:21.876065,23.771404907624284,69.52552952019384,7.332935772982701,111.20291959992437,Vehicle,Marshy,Night,0.75,0
2026-01-13T14:51:22.876069,23.828997565126,69.54890228566035,8.659340747375724,97.19276579141973,Human,Salt Flat,Clear,0.74,0
2026-01-13T14:51:23.876072,23.791825382270996,69.53363367003251,4.1429827162807795,14.658452406299869,Vehicle,Sandy,Foggy,0.96,0
2026-01-13T14:51:24.876076,23.750527134405,69.49448929037705,3.3272868363685317,19.05878730549992,Drone,Marshy,Foggy,0.87,0
2026-01-13T14:51:25.876079,23.796570772763857,69.50232081006418,6.6920636707325505,52.46108676819408,Human,Marshy,Night,0.67,0
2026-01-13T14:51:26.876084,23.844591840242153,69.45940314722746,3.078113202480083,16.53180943965653,Drone,Marshy,Clear,0.88,0
2026-01-13T14:51:27.876089,23.832203748428725,69.49018967722725,3.1889098322869214,12.805392987181246,Drone,Sandy,Clear,0.84,0
2026-01-13T14:51:28.876093,23.75836316834386,69.54629280019533,8.052410864072815,68.33140501493192,Vehicle,Sandy,Night,0.63,0
2026-01-13T14:51:29.876097,23.827122308053625,69.51402097790299,4.333635529820082,4.331213040999311,Drone,Sandy,Clear,0.82,0
2026-01-13T14:51:30.876100,23.840551290277286,69.45667045665724,2.5206393058253638,13.057059875988005,Human,Salt Flat,Foggy,0.93,0
2026-01-13T14:51:31.876105,23.803644927632536,69.47833475972408,3.8735179623210736,5.57755804890977,Drone,Marshy,Foggy,0.88,0
2026-01-13T14:51:32.876109,23.79929650889071,69.47090939742547,2.6831121565800284,10.149245036662766,Vehicle,Salt Flat,Night,0.64,0
2026-01-13T14:51:33.876112,23.802182511313106,69.52404268935895,3.5956992440326747,4.9318346510387485,Vehicle,Marshy,Night,0.71,0
2026-01-13T14:51:34.876116,23.82127994610868,69.48297905733405,8.12718726511131,87.18163345412668,Drone,Sandy,Foggy,0.95,0
2026-01-13T14:51:35.876119,23.82131019834847,69.5369217793019,6.341942622573151,99.11704762804682,Animal,Salt Flat,Foggy,0.73,0
2026-01-13T14:51:36.876123,23.759536128555578,69.5230868088147,2.722412626216693,15.391728404127026,Human,Sandy,Clear,0.62,0
2026-01-13T14:51:37.876126,23.815708908508075,69.48599852016147,2.8129374079952933,18.4781021684505,Vehicle,Salt Flat,Night,0.91,0
2026-01-13T14:51:38.876130,23.82678785107834,69.45997662576235,2.764511759934325,12.683623723090383,Human,Salt Flat,Clear,0.93,0
2026-01-13T14:51:39.876134,23.75745372524979,69.539629096203,4.221723683228046,11.095575406578382,Animal,Marshy,Clear,0.59,0
2026-01-13T14:51:40.876137,23.80942353261507,69.46367213444039,3.8578418636694045,10.076194825999927,Drone,Salt Flat,Clear,0.76,0
2026-01-13T14:51:41.876150,23.842412469828336,69.5390770171565,2.64716271222121,0.4633747010644029,Drone,Salt Flat,Foggy,0.58,0
2026-01-13T14:51:42.876155,23.76493897964556,69.54616217353197,3.97957415020862,13.609304010771158,Drone,Salt Flat,Foggy,0.76,0
2026-01-13T14:51:43.876159,23.75983696960528,69.51629397566307,6.4608085341495105,108.85619627035763,Vehicle,Salt Flat,Night,0.9,0
2026-01-13T14:51:44.876163,23.766754564626467,69.52029747587522,7.587601547860604,98.34874983602388,Human,Salt Flat,Clear,0.96,0
2026-01-13T14:51:45.876167,23.785284770788305,69.5280396174067,3.3987240479285674,1.9992001147659066,Drone,Salt Flat,Foggy,0.84,0
2026-01-13T14:51:46.876170,23.84572814600154,69.51896770116811,6.523084271170012,100.27111473161256,Animal,Salt Flat,Foggy,0.64,0
2026-01-13T14:51:47.876174,23.815975980579616,69.46985589679622,3.6148651841893766,10.221082561388748,Human,Salt Flat,Clear,0.85,0
2026-01-13T14:51:48.876178,23.837389801566705,69.47388180078222,4.106441987409452,8.824140692802189,Drone,Marshy,Foggy,0.91,0
2026-01-13T14:51:49.876182,23.81277279828565,69.46392113275674,3.7838334027171565,1.5247171909235413,Vehicle,Sandy,Night,0.68,0
2026-01-13T14:51:50.876186,23.800021361471757,69.49121902039548,3.474657160273342,12.205150996393595,Drone,Sandy,Foggy,0.88,0
2026-01-13T14:51:51.876191,23.814925069669425,69.48389949774763,3.9668773916634965,7.63684653929154,Human,Sandy,Night,0.58,0
2026-01-13T14:51:52.876196,23.804276333098308,69.45971074154352,2.584141105084262,15.5617885049096,Animal,Marshy,Night,0.96,0
2026-01-13T14:51:53.876200,23.7731378585382,69.49078507688458,2.6515675764798536,15.26027859118713,Drone,Salt Flat,Night,0.91,0
2026-01-13T14:51:54.876203,23.842709154684364,69.54808139853735,4.351818131637711,7.056480893813742,Animal,Sandy,Clear,0.81,0
2026-01-13T14:51:55.876207,23.76277012624942,69.46198476627428,3.4448810114313915,2.6028037154380423,Vehicle,Salt Flat,Foggy,0.58,0
2026-01-13T14:51:56.876211,23.839567232143043,69.52054553131647,7.237515017029028,65.62129668782268,Human,Sandy,Night,0.56,0
2026-01-13T14:51:57.876215,23.829276896250295,69.46500798033316,3.711380547306956,7.866598028956371,Animal,Marshy,Clear,0.59,0
2026-01-13T14:51:58.876218,23.800508904145772,69.48961297519861,2.873255984785268,11.232172240396745,Vehicle,Salt Flat,Night,0.88,0
